c,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,
Duy Hiếu + Trọng Hiếu ,,Lập HS chào thầu HM 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trọng Hiếu ,,Tính khối lượng kết cấu + hoàn thiện thô Khu khách sạn HM13,,30 ngày,29/05/2026,03/07/2026,5%,10%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,
Duy Hiếu ,,Tính khối lượng kết cấu khu LOBBY HM13,,12 days,13/06/2026,25/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,
Duy Hiếu ,,Tính khối lượng kết cấu khu Nhà hàng HM13,,12 days,25/06/2026,07/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,
Mr. Sỹ ,,Trình chốt thầu ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Trọng,HM12,(KH 12) - NHÀ HÀNG - QUẦY BAR (1 TẦNG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Xem HS BVKT có những bất cập chưa phù hợp, gửi kết quả lên group kỹ thuật. Ánh sẽ tổng hợp gửi F5",,7 day,24/03/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIẾN ĐỘ THI CÔNG NHÀ HÀNG -RÓCKBAR (12X29=348m2),,210 Ngày ,15/04/2026,12/11/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,I. CÔNG TÁC CHUẨN BỊ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Bàn giao mặt bằng, giao nhận mốc (kiểm tra tọa độ, cao độ mốc)",,2 ngày,15/04/2026,16/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"LDVP Ban Chỉ huy, Làm đường công vụ, kho bãi tập kết vật tư, Wc tạm, Bãi gia công, Tập
kết thiết bị máy móc, trình tất các biện pháp thi công cho hạng mục, lắp dựng dây chuyền sản xuất
dung dịch Bentonite, đổ đất đá sỏi đồi hoặc vật liệu tương tự tạo mặt bằng thi công, đi kiểm tra
năng lực các trạm Bê tông.",,7 ngày,15/04/2026,21/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II. CÔNG TÁC THI CÔNG KHOAN CỌC NHỒI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld cốt thép (lồng thép),Khoan cọc D600 (tổng số 20 cọc), Đổ bê tông Cọc",,"30 ngày
(bao gồm
 nghỉ lễ)",21/04/2026,21/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Dọn dẹp mặt bằng, Đào đầu cọc, Siêu âm cọc, đục, cắt đầu cọc tới cote-6.1
(trường cọc hư, thối đầu cọc phải xử lý hết phần thối đổ bù bê tông)",,30 ngày,22/05/2026,22/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,III. CÔNG TÁC THI CÔNG DẦM- ĐÀI MÓNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đào, đục đá trục dầm móng, đào hố móng mở rộng theo kích thước đài móng tới cote -5.2",,20 ngày,23/06/2026,13/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld ván khuôn, cốt thép dầm, đài móng, chờ thép Cột.
Đổ Bê tông (bảo dưỡng bê tông bằng đắp bao bố trong vòng 7 ngày)",,20 ngày,14/07/2026,03/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đổ cát, đá bù vào phần đào dầm đài móng cote-5.2",,2 ngày,04/08/2026,05/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld ván khuôn, cốt thép cột từ cote -5.2 đến đáy dầm tầng 1(cote -0.55), cột Cct1,cct2, Bể TH.
Đổ Bê tông Cột, Bể TH (Bảo dưỡng bê tông Cột đắp bao bố trong vòng 7 ngày)",,7 ngày,06/08/2026,12/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đổ cát, đá tạo mặt bằng cote-4.0",,2 ngày,13/08/2026,14/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IV. CÔNG TÁC THI CÔNG DẦM-SÀN TẦNG 1 (Đề xuất sử dụng Bêtông R7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lắp dựng giàn giáo, Cốp pha dầm sàn tầng 1 cote -0.05 (lưu ý có dầm Consol)",,7 ngày,15/08/2026,21/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld ván khuôn thành dầm biên, cốt thép dầm, sàn ",,7 ngày,22/08/2026,28/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nghiệm thu cốt thép, Ván khuôn dầm, sàn (chỉnh sửa, tẩy gỉ..)",,1 ngày,29/08/2026,29/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đổ Bê tông dầm sàn tầng 1 (Bảo dưỡng bê tông Cột đắp bao bố trong vòng 7 ngày),,1 ngày,30/08/2026,30/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,V. CÔNG TÁC THI CÔNG DẦM-SÀN TẦNG MÁI (Đề xuất sử dụng Bêtông R7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld ván khuôn, cốt thép Cột tầng 1 đến cote +.4.4",,7 ngày,31/08/2026,06/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lắp dựng giàn giáo, Cốp pha dầm sàn tầng Mái, Cầu thang Xoắn và Cầu thang Ct1",,7 ngày,07/09/2026,13/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nghiệm thu cốt thép dầm, sàn (chỉnh sửa, tẩy gỉ..)",,1 ngày,14/09/2026,14/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đổ Bê tông dầm sàn tầng Mái (Bảo dưỡng bê tông Cột đắp bao bố trong vòng 7 ngày),,1 ngày,15/09/2026,15/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VI. CÔNG TÁC THÁO DỞ GIÀN GIÁO CỐP PHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tháo dở cốp pha dầm sàn tầng 1,,3 ngày,10/09/2026,12/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tháo dở cốp pha dầm sàn tầng Mái,,3 ngày,25/09/2026,27/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Vệ sinh, Dọn dẹp mặt bằng tầng 1 (đưa giàn giáo, Xà gồ, ván về kho)",,3 ngày,13/09/2026,15/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Vệ sinh, Dọn dẹp mặt bằng tầng mái (đưa giàn giáo, Xà gồ, ván về kho)",,3 ngày,28/09/2026,30/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VII. CÔNG TÁC XÂY- TRÁT TẦNG 1- MÁI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Trát dầm cột, Bể TH cote -4.0 đến cote -0.5 (trong nhà & ngoài nhà)",,15 ngày,16/09/2026,30/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Xây Đố cửa trang trí cột, khu WC, Bếp, kho Bếp tầng 1, Bậc cầu thang (Bao gồm lắp đặt ống chờ ME)",,15 ngày,16/09/2026,30/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Trát Dầm Cột, Đố cửa trang trí cột, khu WC, Bếp, kho Bếp tầng 1, tầng Mái (trong nhà & ngoài nhà)",,20 ngày,23/09/2026,13/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VI. CÔNG TÁC ĐÓNG TRẦN THẠCH CAO - ỐP- LÁT- SƠN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đóng trần thạch cao tầng 1 (bao gồm khu WC, Bếp...)",,7 ngày,01/10/2026,07/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Ốp, lát Sàn tầng 1, tầng Mái, cầu thang (trong và ngoài nhà)",,20 ngày,01/10/2026,20/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Sơn trần, Cột, Dầm, Cầu thang (trong và ngoài nhà)",,20 ngày,08/10/2026,28/10/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VII. CÔNG TÁC LẮP ĐẶT CỬA- THIẾT BỊ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lắp đặt cửa Chính (7 bộ), cửa Bếp, Bar, Kho, WC (10 bộ) tầng 1",,15 ngày,21/10/2026,05/11/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lắp đặt thiết bị WC, Đèn, Quạt tầng 1",,15 ngày,21/10/2026,05/11/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VIII. CÔNG TÁC VỆ SINH THÔ VÀ TINH - BỐ TRÍ NỘI THẤT - VẬN HÀNH BÀN GIAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Vệ sinh thô, tinh",,2 ngày,06/11/2026,07/11/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Sắp xếp bàn ghế, nội thất, quầy Bar (trong nhà, ngoài trời)",,3 ngày,08/11/2026,10/11/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Vận hành chạy thử,,2 ngày,11/11/2026,12/11/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Trọng,HM13,"(KH 13) - Khu tổ hợp Nhà lễ tân, Nhà hàng, Beach Club, 
Khách sạn 88 phòng, Hồ bơi (6 tầng)",,,20/4/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Xem HS BVKT có những bất cập chưa phù hợp, gửi kết quả lên group kỹ thuật. Ánh sẽ tổng hợp gửi F5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Beach Club,,5 ngày,16/03/2026,20/03/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIẾN ĐỘ THI CÔNG NHÀ HÀNG -BEACH CLUB (12X22.5= 270m2),,150 Ngày ,20/04/2026,20/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MẶT BẰNG VƯỚNG CÁC CÂY LỚN HIỆN HỮU. ĐỀ XUẤT CHO CHUYỂN ĐI,
,,I. CÔNG TÁC CHUẨN BỊ,,3 ngày,20/04/2026,22/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Bàn giao mặt bằng, giao nhận mốc (kiểm tra tọa độ, cao độ mốc)",,2 ngày,20/04/2026,21/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"LDVP Ban Chỉ huy, Làm đường công vụ, kho bãi tập kết vật tư, Wc tạm, Bãi gia công, Tập kết thiết bị
máy móc, trình tất các biện pháp thi công cho hạng mục, đi kiểm tra năng lực các trạm Bê tông...",,6 ngày,20/04/2026,25/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II. CÔNG TÁC THI CÔNG MÓNG ĐƠN,,30 ngày,26/04/2026,30/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đào, sửa hố móng (41 móng đơn) M1,M2, M3,M4.",,10 ngày,26/04/2026,05/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld ván khuôn, đổ Bêtông lót móng mác 150 (41móng đơn) M1,M2, M3,M4.",,3 ngày,03/05/2026,05/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld cốt thép, ván khuôn, thép cổ cột tới đáy dầm sàn tầng 1 (Bao gồm Nt trắc đạc tim cột)",,3 ngày,05/05/2026,07/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đổ Bê tông móng tới cote -3.2m,,1 ngày,08/05/2026,08/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld cốt thép Cột, ván khuôn (thép cột tới cote -0.5 đáy dầm sàn tầng 1)",,3 ngày,09/05/2026,11/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đổ bê tông Cột tới cote -0.5 (đáy dầm sàn tầng 1) trục C1c-C3 (lưu ý trục C1c có GM1),,1 ngày,12/05/2026,12/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đổ bê tông Cột tới cote -0.5 (đáy dầm sàn tầng 1) trục C3-C6',,1 ngày,13/05/2026,13/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tháo dở cốppha Cột trục C1c-C3,,1 ngày,14/05/2026,14/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San cát lấp móng MB tới -0.5 trục C1c-C3,,2 ngày,15/05/2026,16/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tháo dở cốppha Cột trục C3-C6',,1 ngày,15/05/2026,15/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,San cát lấp móng MB tới -0.5 trục C3-C6',,2 ngày,17/05/2026,18/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Bơm nước vào nền trục C1c- C6', đầm chặt k95 (bơm nước 24/24 liên tục 3 ngày)",,3 ngày,17/05/2026,19/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld ván khuôn, đổ Bêtông lót đáy đà mác 150 dầm sàn tầng 1",,2 ngày,20/05/2026,21/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Xây gạch cốppha thí thành dầm tới đáy sàn,,3 ngày,21/05/2026,23/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Vào Cát Ô sàn, Bơm nước đầm đặt K95",,3 ngày,24/05/2026,26/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II. CÔNG TÁC THI CÔNG DẦM-SÀN TẦNG 1,,16 ngày,27/05/2026,11/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đổ bê tông lót sàn tầng 1,,2 ngày,27/05/2026,28/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gcld cốt thép sàn tầng 1,,5 ngày,29/05/2026,02/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nghiệm thu cốt thép, ván khuôn sàn (chỉnh sửa, xịt tẩy gỉ, con kê...)",,2 ngày,03/06/2026,04/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đổ bê tông dầm sàn tầng 1 (Bảo dưỡng Bê tông bằng bao bố tưới ẩm trong vòng 7 ngày),,1 ngày,05/06/2026,05/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld cốt thép, ván khuôn Cột (C3,C4) sàn mái Cote+3.8 (lối đi bộ C1c- C2/Cc)",,2 ngày,06/06/2026,07/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld cốt thép, ván khuôn Cột sàn mái Cote+5.0 , +6.715",,5 ngày,06/06/2026,10/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đổ Bê tông Cột tầng 1,,3 ngày,08/06/2026,11/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,II. CÔNG TÁC THI CÔNG DẦM - SÀN TẦNG MÁI ( Đề xuất Bêtông R7),,18 ngày,12/06/2026,29/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lắp dựng giàn giáo, Cốp pha dầm sàn tầng mái  Cote+3.8 (lối đi bộ C1c- C2/Cc)",,3 ngày,12/06/2026,14/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld cốt thép dầm, sàn Cote+3.8 (lối đi bộ C1c- C2/Cc)",,2 ngày,15/06/2026,16/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đổ Bê tông dầm, sàn Cote+3.8 (lối đi bộ C1c- C2/Cc)",,1 ngày,17/06/2026,17/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lắp dựng giàn giáo, Cốp pha dầm sàn tầng mái cote +5.0 đến cote+8.52",,7 ngày,13/06/2026,19/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld cốt thép dầm, sàn tầng mái cote +5.0 đến cote+8.52",,7 ngày,20/06/2026,26/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nghiệm thu Cốt thép dầm sàn, cao độ sàn (chỉnh sửa, tẩy gỉ, con kê...)",,2 ngày,27/06/2026,28/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Đổ bê tông dầm sàn tầng mái ((Bảo dưỡng Bê tông bằng bao bố tưới ẩm trong vòng 7 ngày),,1 ngày,29/06/2026,29/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,III. CÔNG TÁC THÁO DỞ GIÀN GIÁO CỐP PHA,,9 ngày,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Tháo dở Cốppha Cột, dầm, sàn tầng mái Cote+3.8 (lối đi bộ C1c- C2/Cc)",,3 ngày,25/06/2026,27/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tháo dở Cốppha Dầm sàn tầng mái,,5 ngày,07/07/2026,11/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Dọn dẹp, vệ sinh mặt bằng, tập kết vật tư",,5 ngày,08/07/2026,12/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IV. CÔNG TÁC XÂY- TRÁT TẦNG 1,,12 ngày,28/06/2026,10/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Xây tường, chân trụ tầng1, Lối đi bộ",,10 ngày,28/06/2026,08/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Trát tường, trụ, lanh tô (trong, ngoài nhà)",,10 ngày,01/07/2026,10/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,V. CÔNG TÁC ĐÓNG TRẦN THẠCH CAO - ỐP- LÁT- SƠN.,,28 ngày,11/07/2026,09/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Ốp, lát Nền (trong, ngoài nhà)",,10 ngày,11/07/2026,20/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Sơn Cột giả gỗ (trong, ngoài nhà)",,10 ngày,21/07/2026,30/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Ốp trần mây, ốp gỗ cột, gắn khung hoa văn trang trí",,20 ngày,31/07/2026,19/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lắp bán kèo, rui mái, lợp tranh",,20 ngày,31/07/2026,19/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VI. CÔNG TÁC LẮP ĐẶT CỬA- THIẾT BỊ,,20 ngày,20/08/2026,09/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lắp đặt cửa (14 bộ),,20 ngày,20/08/2026,09/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"lắp đặt thiết bị quầy Bar, quầy Bar",,20 ngày,20/08/2026,09/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Lắp đặt đèn, quạt",,20 ngày,20/08/2026,09/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Lắp hệ mái tranh,,20 ngày,20/08/2026,09/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VII. CÔNG TÁC VỆ SINH THÔ VÀ TINH - BỐ TRÍ NỘI THẤT - VẬN HÀNH BÀN GIAO,,7 ngày,10/09/2026,16/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Vệ sinh thô, tinh",,2 ngày,10/09/2026,11/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Sắp xếp bàn ghế, nội thất, quầy Bar (trong nhà, ngoài trời)",,3 ngày,12/09/2026,14/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Vận hành chạy thử,,2 ngày,15/09/2026,16/09/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Khối khách sạn 88 phòng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIẾN ĐỘ THI CÔNG KHỐI KHÁCH SẠN 88 PHÒNG,,790 ngày,20/04/2026,30/06/2028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MẶT BẰNG VƯỚNG CÁC CÂY LỚN HIỆN HỮU. ĐỀ XUẤT CHO CHUYỂN ĐI,
,,A. THI CÔNG PHẦN MÓNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,a. CÔNG TÁC CHUẨN BỊ,,13 ngày,20/04/2026,05/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Bàn giao mặt bằng, giao nhận mốc (kiểm tra tọa độ, cao độ mốc)",,2 ngày,20/04/2026,21/04/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"LDVP Ban Chỉ huy, Làm đường công vụ, kho bãi tập kết vật tư, Wc tạm, Bãi gia công, Tập kết thiết bị 
máy móc, đi kiểm tra năng lực các trạm Bê tông, trình vị trí, sơ đồ tính toán móng cẩu tháp, Biện
pháp thi công Lắp dựng, tháo gở cẩu tháp tự đứng (Bao gồm đã, thẩm định kết cấu móng,
kiểm định cẩu tháp, Bê tông R7).",,15 ngày,20/04/2026,05/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b. CÔNG TÁC THI CÔNG MÓNG BĂNG,,72 ngày,05/05/2026,16/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đào, sửa hố móng băng MB1, MB2 từ trục BA- BC+1/4 nhịp dầm phụ (mạch ngừng)",,7 ngày,05/05/2026,11/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld ván khuôn, Đổ bê tông lót móng mác 150",,3 ngày,12/05/2026,14/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld Cốt thép, Ván khuôn Dầm móng, thép chờ cột",,15 ngày,15/05/2026,29/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nghiệm thu cốt thép, Ván khuôn (chỉnh sửa...)",,1 ngày,30/05/2026,30/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đổ Bê tông Dầm móng MB1, MB2 (Bảo dưỡng Bê tông bằng đắp bao bố tưới ẩm trong vòng 7 ngày)",,1 ngày,31/05/2026,31/05/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Múc lấp cát san mặt bằng Dầm móng từ trục BA- BC+1/4 nhịp dầm phụ (mạch ngừng, Xe đào
phải đôn cát cao 50cm, lót tole khi chạy ngang qua các dầm tăng bo cát).",,3 ngày,08/06/2026,10/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đào, sửa hố móng băng MB4, MB3, MB2 từ trục 4.75m + BF- BD đấu nối nhịp mạch ngừng",,10 ngày,01/06/2026,10/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld ván khuôn, Đổ bê tông lót móng mác 150",,3 ngày,11/06/2026,13/06/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld Cốt thép, Ván khuôn Dầm móng, thép chờ cột",,18 ngày,14/06/2026,01/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nghiệm thu cốt thép, Ván khuôn (chỉnh sửa...)",,2 ngày,02/07/2026,03/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đổ Bê tông Dầm móng MB4, MB3, MB2 (Bảo dưỡng Bê tông bằng đắp bao bố tưới ẩm trong vòng 7 ngày)",,1 ngày,04/07/2026,04/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Chờ sau 7 ngày Bê tông đủ cường độ, làm công việc khác (Gc cốt thép, cốp pha các cấu kiện)",,7 ngày,05/07/2026,11/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Múc lấp cát san mặt bằng Dầm móng từ trục từ trục 4.75m + BF- BD (Xe đào phải đôn cát cao 50cm, 
lót tole khi chạy ngang qua các dầm tăng bo cát).",,5 ngày,12/07/2026,16/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"c. CÔNG TÁC THI CÔNG TẦNG HẦM: DẦM, SÀN- VÁCH RD (13.8X16.45 +20.2=247.2m2)",,41 ngày,17/07/2026,26/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Bơm nước vào nền tầng hầm, đầm nén K95",,3 ngày,17/07/2026,19/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đổ bê tông lót ram dốc, dầm, sàn tầng hầm (200m2)",,1 ngày,20/07/2026,20/07/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld cốt thép,ván khuôn  dầm, sàn , cốt thép chờ vách tầng hầm",,15 ngày,21/07/2026,04/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nghiệm thu Cốt thép dầm sàn, cao độ sàn (chỉnh sửa, tẩy gỉ, con kê...)",,2 ngày,05/08/2026,06/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Đổ Bê tông dầm sàn, ram dốc (Bảo dưỡng bê tông)",,1 ngày ,07/08/2026,07/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Gcld cốt thép,Ván khuôn Vách Ram dốc, Vách tầng hầm (bao gồm nghiệm thu cốt thép)",,15 ngày,08/08/2026,22/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nghiệm thu ván khuôn Vách tầng hầm (chỉnh sửa...),,2 ngày,23/08/2026,24/08/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
